 ,index,node_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2503,2503,109,22503,3P4Vcz7MhJngRf8WUAaoA0,Rotting Christ,Kata Ton Daimona Eaytoy (Do What Thou Wilt),Χ Ξ Σ - 666,46,348053,False,0.39,0.758,3,-6.329,1,0.0312,0.00114,0.829,0.0978,0.0993,84.003,4,death-metal
2504,2504,125,22504,0jxwMlH3dot78YJ6YLSgaz,Wretched,Beyond The Gate,Part I: Aberration,22,236173,False,0.418,0.887,11,-7.143,1,0.0562,0.00122,0.801,0.578,0.102,105.119,3,death-metal
2505,2505,133,22505,2t5NYzZgq3cf7ck9Eg51ZQ,Arch Enemy,Handshake with Hell,Handshake with Hell,51,338960,False,0.24,0.961,10,-7.592,0,0.123,3.63e-05,0.00426,0.164,0.0576,102.424,4,death-metal
2506,2506,125,22506,7uoW5QeuW2OznVM0VOpc9B,Attila,Still About It,Still About It,23,196202,True,0.633,0.966,1,-4.743,0,0.168,0.000101,0.000808,0.287,0.408,118.02,4,death-metal
2507,2507,125,22507,4cJhBmeJ7KiBeuy7oxRnZ3,Slayer,Show No Mercy,Black Magic,54,243360,False,0.148,0.908,9,-7.336,1,0.117,4.66e-06,0.614,0.0723,0.0707,93.888,4,death-metal
2508,2508,125,22508,63RvxXXFVrjQirrQl6tc9U,Traitors,Night Terrors,Intruder,23,226105,False,0.34,0.914,1,-2.667,0,0.157,0.000164,0.625,0.371,0.281,126.787,4,death-metal
2509,2509,133,22509,3xbow5OCNoe0BUlaAodIR4,The Acacia Strain,It Comes in Waves,Names,23,527166,False,0.273,0.837,5,-5.36,1,0.106,0.000709,0.059,0.0931,0.0792,117.156,4,death-metal
2510,2510,119,22510,4wVcyEfn3l0RH3vOFn4CAb,The Agonist,Orphans,As One We Survive,23,220560,False,0.279,0.974,0,-4.95,1,0.168,1.56e-05,5.95e-05,0.352,0.314,119.931,4,death-metal
2511,2511,125,22511,7dUXLM6HsRQzXMBxhmQ4KR,Goretrade,Ten Years Trading... (Bonus Remastered),Postmortem Incision (Bonus Remastered),23,214688,True,0.236,0.919,1,-6.102,1,0.0944,4.38e-05,0.932,0.195,0.29,149.993,4,death-metal
2512,2512,209,22512,1YenEQ5vZytH31jdDlnXYu,The Acacia Strain,Continent,The Behemoth,23,397026,True,0.489,0.87,9,-8.622,0,0.06,0.0763,0.917,0.12,0.109,120.059,4,death-metal
2513,2513,125,22513,0V7cyyQLdJg0ythOljTCPn,Vomit Forth,Seething Malevolence,Seething Malevolence,23,194072,True,0.342,0.966,6,-5.948,1,0.187,0.000106,0.0512,0.184,0.217,167.175,4,death-metal
2514,2514,125,22514,2aLki0WYDLwauQGBZwlK6R,Finntroll,Jaktens Tid,Skogens Hämnd,24,246426,False,0.0991,0.987,11,-3.842,0,0.205,2.42e-06,0.000751,0.59,0.283,188.388,4,death-metal
2515,2515,90,22515,7oFRsRfhRyBivsoeS7BcN5,Goatwhore,Vengeful Ascension,Vengeful Ascension,23,254440,False,0.493,0.984,1,-6.653,1,0.048,1.03e-05,0.13,0.122,0.506,138.081,4,death-metal
2516,2516,125,22516,1VfHfFRW7SEXxrmrRCbpFI,Dead To Fall,Everything I Touch Falls To Pieces,Eternal Gates Of Hell,23,196893,False,0.349,0.842,1,-8.844,0,0.0846,0.00421,0.0314,0.325,0.402,102.268,4,death-metal
2517,2517,125,22517,7nCD5l7GrFyt6o1mstCUFr,Gojira,Magma,The Cell,51,197906,False,0.224,0.972,0,-3.988,0,0.0769,4.75e-06,0.14,0.112,0.161,113.354,4,death-metal
2518,2518,125,22518,3ZX84QuHbl50xlG4E1rcHe,The Haunted,rEVOLVEr (Deluxe Edition),Sabotage,23,156906,False,0.453,0.991,9,-4.071,1,0.125,3.98e-06,0.19,0.28,0.361,100.125,4,death-metal
2519,2519,124,22519,1T0LELb5T66hlUGmeTyTow,Eisregen,Satan liebt dich,Onkel Fritze,23,186653,False,0.488,0.993,10,-4.666,1,0.194,0.000421,3.22e-06,0.353,0.152,140.043,4,death-metal
2520,2520,133,22520,3d6XghqqR2iDsburXVnRiX,Equilibrium,Sagas,Verrat,24,364613,False,0.232,0.988,7,-3.714,1,0.106,6.73e-06,0.881,0.646,0.0798,179.996,3,death-metal
2521,2521,124,22521,2RvluPimiBzerjtXE87AdI,Gideon,Out of Control,SOUTHWIND,23,249828,False,0.594,0.989,10,-3.246,0,0.131,0.000372,0.000274,0.12,0.186,115.999,4,death-metal
2522,2522,119,22522,332xULLlHHbtYtyAGtyrdN,Bodysnatcher,This Heavy Void,Never Homesick,23,217967,True,0.535,0.981,1,-4.956,1,0.258,0.000464,0.000332,0.373,0.0689,75.029,4,death-metal
2523,2523,125,22523,0Z7nVJmfPLRjhtStJZh4hm,Skinless,Foreshadowing Our Demise,Foreshadowing Our Demise,22,237213,False,0.255,0.879,7,-8.779,1,0.131,8.82e-06,0.862,0.162,0.363,115.033,4,death-metal
2524,2524,125,22524,725psKOmvjhV8lZ5X1YJ4o,The Agonist,Eye of Providence,Disconnect Me,23,212466,False,0.473,0.99,8,-3.537,1,0.217,4.54e-06,0.0391,0.0797,0.0371,119.492,4,death-metal
2525,2525,119,22525,2j2CRl98OHSlRwL4KCYudv,Gideon,Calloused,Expose,23,165920,False,0.318,0.995,6,-1.76,1,0.179,0.00875,0.0,0.426,0.49,175.756,4,death-metal
2526,2526,125,22526,28dfdONSg7Jzbly2KntkEU,Masacre,Muerte Verdadera Muerte,Éxodo,23,249333,False,0.496,0.924,6,-8.197,1,0.0664,5.25e-05,0.00102,0.0986,0.487,108.004,4,death-metal
2527,2527,90,22527,46KUIRcVKflqj3uxUstwsH,Mercyful Fate,9,Buried Alive,24,281333,False,0.488,0.844,2,-10.276,1,0.0393,9.6e-05,1.5e-06,0.376,0.67,125.992,4,death-metal
2528,2528,125,22528,0d0kp3O9tLW50Gp2Yz22Yq,Cannibal Corpse,Bloodthirst,Ecstasy in Decay,23,191706,False,0.262,0.99,0,-7.053,0,0.119,4.03e-05,0.941,0.0561,0.213,124.247,3,death-metal
2529,2529,125,22529,3ogfZo3hQDkU2oX99Od2Av,The Browning,Hypernova,Black Hole,23,173373,False,0.524,0.987,0,-2.426,1,0.0638,0.0037,0.00406,0.262,0.441,135.003,4,death-metal
2530,2530,125,22530,6gNA5ZR3lhbggxgGDN6fka,Spite,Spite (Deluxe Edition),Burn,23,250799,False,0.332,0.936,9,-2.34,1,0.0514,3.36e-05,0.275,0.389,0.484,92.557,4,death-metal
2531,2531,94,22531,5EtMSb48HPvR3cV7CkEKvX,Therion,Theli,Invocation of Naamah,24,329360,False,0.403,0.727,6,-7.943,0,0.0372,0.000337,0.00218,0.199,0.141,83.934,4,death-metal
2532,2532,119,22532,2o62Vcp8ssmCES8M9ncuL8,Malevolence,Self Supremacy,Outnumbered,24,181755,True,0.368,0.973,0,-1.864,1,0.134,0.000496,1.25e-05,0.218,0.293,106.722,3,death-metal
2533,2533,133,22533,1uR3yHl6lsPW0JI4DKiAHc,Finntroll,Midnattens Widunder,Midnattens Widunder,24,278200,False,0.234,0.975,11,-3.362,0,0.0876,1.84e-06,0.0299,0.116,0.303,161.719,4,death-metal
2534,2534,125,22534,4ToRjW6d1RCptxXmdtl28a,Winds of Plague,Against the World,Drop the Match,22,214720,False,0.215,0.894,6,-5.774,0,0.125,3.63e-05,0.0713,0.276,0.35,199.794,4,death-metal
2535,2535,125,22535,1SXXbaEApUv361ezCJUe2E,Brujeria,Raza Odiada,Hermanos Menendez,22,125640,False,0.363,0.845,6,-9.241,1,0.0591,0.00135,0.544,0.384,0.455,102.726,4,death-metal
2536,2536,109,22536,4IQdH26UaLSrIuH89WhXUA,Finntroll,Nifelvind,Blodmarsch,24,131493,False,0.581,0.604,1,-11.533,1,0.0402,0.00221,0.604,0.57,0.245,100.036,4,death-metal
2537,2537,133,22537,0ULM5GqBeiYQTOdCUa9NvT,Disarmonia Mundi,Fragments Of D-Generation,Common State of Inner Violence,22,319026,False,0.433,0.972,7,-2.534,1,0.104,5.72e-05,0.908,0.568,0.0911,135.002,4,death-metal
2538,2538,133,22538,6ZmZDBYZsy0d7krwTmoMu3,Repugnant,Epitome of Darkness,Sacred Blasphemy,23,278026,False,0.112,0.997,1,-3.124,1,0.0989,4.5e-06,0.195,0.359,0.0606,153.9,4,death-metal
2539,2539,119,22539,2EswXZ6UU0T6KZ4LGRgXWQ,Black Pantera,Ascensão,Mosha,25,163540,True,0.445,0.976,4,-5.854,1,0.131,0.00457,3.78e-05,0.139,0.116,107.153,4,death-metal
2540,2540,125,22540,0TvE79Wz3uexZCBZdoi5GQ,In Flames,Sounds from the Heart of Gothenburg (Live),Take This Life - Live,23,254053,True,0.513,0.994,10,-4.307,0,0.172,1.97e-05,0.0394,0.929,0.267,120.014,4,death-metal
2541,2541,133,22541,1srXTfCSDQZZcIdaLNpgSz,Burgerkill,Venomous,Only the Strong,23,346186,True,0.3,0.997,5,-2.443,1,0.095,0.000166,0.0241,0.463,0.196,122.021,4,death-metal
2542,2542,109,22542,5KsU1q8WZT0tudOjG2AF50,Ensiferum,Two Paths,Ajattomasta Unesta,24,132413,False,0.333,0.483,2,-8.261,1,0.032,0.00188,0.77,0.129,0.107,75.096,4,death-metal
2543,2543,119,22543,6mJSQ3o0AtM08Qq3JN6pp4,The Acacia Strain,The Dead Walk,Angry Mob Justice,23,170680,False,0.221,0.992,1,-4.172,0,0.195,9.71e-05,0.000271,0.226,0.0739,93.706,4,death-metal
2544,2544,209,22544,385eS54sQTs5vG5NkU9L6l,Evil Darkness,Dark Blasting Tongue,Fools Bastards,23,82466,True,0.398,0.81,3,-9.322,0,0.0656,0.0317,0.835,0.319,0.694,72.658,4,death-metal
2545,2545,133,22545,0t15FcXk7Ab1OWXVa1LdAL,Burgerkill,Adamantine,United Front,24,291196,True,0.503,0.964,7,-6.547,1,0.0938,2.52e-05,0.0649,0.325,0.21,111.998,4,death-metal
2546,2546,125,22546,1VC64z946zwea3b1LdTUjp,DeadSquad,Catharsis,Funeral Carnival,23,133363,False,0.428,0.993,9,-3.134,1,0.218,0.000287,0.915,0.144,0.148,150.059,4,death-metal
2547,2547,125,22547,2QYy0J6BjijIuF5e0s40bN,Surra,Ninho de Rato,"Brasileiro, Otário e Triste",24,54520,False,0.439,0.988,5,-5.82,1,0.125,0.00396,0.104,0.309,0.103,95.176,4,death-metal
2548,2548,125,22548,4tgNoraM45PgaJQebLMtbh,Finntroll,Best Death Metal Bands,Trollhammaren,24,212240,False,0.429,0.936,0,-6.116,1,0.0784,1.76e-06,0.471,0.31,0.444,94.967,4,death-metal
2549,2549,133,22549,098Fk8vcTczrB2lCPiZ5CX,Transmetal,El Infierno de Dante,El Infierno de Dante,23,310466,False,0.3,0.898,2,-11.527,1,0.0574,0.00298,0.687,0.139,0.214,76.495,4,death-metal
2550,2550,125,22550,7zKweXON2KcgXizqUcu7lf,Death,Individual Thought Patterns,The Philosopher,49,253106,False,0.329,0.923,6,-6.02,0,0.0794,6.41e-06,0.021,0.0644,0.498,132.677,3,death-metal
2551,2551,133,22551,6j726iGVPshdVnmWOk2bKp,Chelsea Grin,Origin of Sin,Origin of Sin,51,265890,False,0.498,0.99,1,-5.278,1,0.104,0.000671,0.00136,0.106,0.0977,130.037,4,death-metal
2552,2552,125,22552,3yPQrLnNIthn4I5wQ51X26,Soilwork,Figure Number Five,Distortion Sleep,55,225933,False,0.368,0.949,2,-6.178,1,0.141,7.76e-05,0.00429,0.0341,0.347,160.27,4,death-metal
2553,2553,124,22553,7Ehz2k1K2YJ5xbyAAfaPAa,Thy Art Is Murder,Dear Desolation,Puppet Master,52,195790,True,0.322,0.996,9,-2.307,1,0.225,0.00428,0.0,0.342,0.0846,138.695,4,death-metal
2554,2554,90,22554,5tM6eTpydHiDAeyUOcDNHm,Meshuggah,Immutable,Ligature Marks,48,313017,False,0.53,0.892,6,-5.987,1,0.0451,5.9e-05,0.368,0.0984,0.709,149.995,4,death-metal
2555,2555,133,22555,379tZMMo8MziGibFA2hTTX,Kaunis Kuolematon,Syttyköön Toinen Aurinko,Syttyköön toinen aurinko,22,347900,False,0.138,0.907,11,-6.708,0,0.176,0.000915,0.955,0.0774,0.0692,77.985,3,death-metal
2556,2556,125,22556,2jlByGJnY8QfOFaHZapMIy,Here Comes The Kraken,King of Sorrow,King of Sorrow,23,241576,False,0.259,0.954,11,-4.452,0,0.123,6.33e-05,0.284,0.124,0.145,129.207,4,death-metal
2557,2557,125,22557,2EnSzL1nt1ZOs6fPPvu9au,A Life Once Lost,Hunter,Rehashed,23,199266,False,0.45,0.976,2,-3.52,1,0.101,6.65e-06,0.309,0.177,0.329,152.708,4,death-metal
2558,2558,90,22558,6PhrbFbRW3Cchrv6klsLF5,Gojira,Fortitude,Sphinx,50,240358,False,0.472,0.915,2,-4.844,1,0.0401,0.000101,0.714,0.133,0.337,97.015,4,death-metal
2559,2559,125,22559,0qZfhc3NDoeWKomjWX3DBU,LIK,Carnage,Rid You of Your Flesh,23,220200,False,0.209,0.989,0,-4.644,1,0.125,1.87e-06,0.348,0.177,0.113,104.536,4,death-metal
2560,2560,133,22560,2bBUHwOa8alimc1TiXg1oY,Amon Amarth,Surtur Rising,War of the Gods,51,273253,False,0.434,0.994,11,-5.108,0,0.0836,3.44e-05,0.0293,0.254,0.15,95.171,4,death-metal
2561,2561,209,22561,6ahKJEP3jK2TnDUwHa4sI9,Behemoth,Opvs Contra Natvram,Post-God Nirvana,49,190520,True,0.365,0.685,1,-9.227,1,0.0525,0.104,0.357,0.189,0.0395,79.99,4,death-metal
2562,2562,124,22562,2pDqDYjyAU6WppdcfwdWf5,Bodysnatcher,Death of Me (Deluxe Version),Stab,22,171998,True,0.469,0.99,9,-2.429,1,0.143,0.000116,2.59e-06,0.069,0.102,140.006,4,death-metal
2563,2563,125,22563,4cX3coEOqkpZV7A2Zsg0w0,Slaughter to Prevail,Kostolom,I Killed A Man,45,245000,True,0.481,0.963,0,-1.902,1,0.134,6.73e-05,0.00954,0.169,0.11,124.979,4,death-metal
2564,2564,125,22564,4VcN84ZdC7doe4yoIarJUA,Testament,Brotherhood of the Snake,Brotherhood of the Snake,52,253988,False,0.289,0.989,1,-4.006,1,0.11,6e-06,0.179,0.122,0.198,136.419,4,death-metal
2565,2565,133,22565,4pwKVmEsLZAIFW05f88ZT4,Testament,The Formation of Damnation,More Than Meets the Eye,52,273226,False,0.458,0.984,11,-4.294,1,0.15,6.44e-06,0.515,0.0678,0.381,155.055,4,death-metal
2566,2566,133,22566,05L8hOMEmDnDMIbung9YQa,The Agonist,Orphans,The Gift of Silence,22,278894,False,0.409,0.981,5,-4.901,0,0.138,1.09e-05,0.00291,0.0568,0.198,140.035,4,death-metal
2567,2567,125,22567,6Dc7MqxQbXqu9Osv17vOvC,The Acacia Strain,It Comes in Waves,Giving,22,174898,False,0.156,0.904,10,-3.965,1,0.148,0.000258,0.337,0.652,0.0355,107.546,4,death-metal
2568,2568,140,22568,79zmkER66EBZlvt3HR9PTl,Skullcrusher,It's Like a Secret,Whatever Fits Together,24,225154,False,0.367,0.775,11,-8.199,0,0.0436,0.158,0.0817,0.11,0.496,175.956,4,death-metal
2569,2569,125,22569,40wt31D6zmwdpVJAJLHZfB,Traitors,Night Terrors,Sleep Disorder,23,204352,True,0.223,0.978,4,-2.174,1,0.193,0.00293,0.134,0.858,0.301,84.974,4,death-metal
2570,2570,133,22570,21NhKlkXOJz3n8dSVL3ej5,Behemoth,Opvs Contra Natvram,Versvs Christvs,49,389927,False,0.207,0.883,1,-4.929,1,0.0722,0.000148,0.0124,0.071,0.142,181.908,4,death-metal
2571,2571,133,22571,6GYyGwbJeHyFj9po98ZGpS,Meshuggah,The Violent Sleep of Reason,Born in Dissonance,48,274586,False,0.264,0.986,11,-5.059,1,0.102,4.09e-06,0.00625,0.0535,0.227,106.161,4,death-metal
2572,2572,133,22572,1EkgjxXCDMCcTxucb022Xu,The Acacia Strain,Continent,Balboa Towers,22,276253,True,0.553,0.939,10,-5.364,0,0.0782,0.00119,0.219,0.316,0.276,130.045,4,death-metal
2573,2573,122,22573,3YpJ3bdjvjmuXZc0VYAB3Q,The Ghost Inside,Fury and the Fallen Ones,Inherent Youth,23,170586,False,0.33,0.996,7,-0.715,1,0.147,0.000317,9.65e-05,0.186,0.238,102.511,4,death-metal
2574,2574,133,22574,6XATAMxyEKbRGSlvkMbXPB,Torture Squad,Pandemonium,Horror and Torture,22,303386,True,0.439,0.975,6,-6.897,0,0.0712,3.8e-05,0.0767,0.137,0.348,106.89,4,death-metal
2575,2575,133,22575,7sgApfJDHCTa9H1yJBLGbR,Rings of Saturn;Dan Watson,Gidim,Hypodermis Glitch,22,267578,False,0.445,0.954,6,-4.25,0,0.128,8.89e-05,0.827,0.323,0.263,130.021,4,death-metal
2576,2576,119,22576,59bCepTWQgA2i1r5V9ekrY,The Ghost Inside,Rise From The Ashes: Live At The Shrine,Out of Control - Live,23,229950,True,0.501,0.93,2,-5.687,1,0.105,1.69e-05,1.28e-05,0.907,0.194,121.979,4,death-metal
2577,2577,125,22577,2iwZNz30F5QFzQszFTFPYx,Winds of Plague,Decimate the Weak,Unbreakable,22,256413,False,0.456,0.947,2,-2.983,1,0.0613,1.11e-05,0.166,0.364,0.286,115.043,4,death-metal
2578,2578,133,22578,4JIfgJkxaWu9I2gdNR3wi5,Opeth,Ghost Reveries,The Baying of the Hounds,44,641280,False,0.283,0.868,2,-6.864,1,0.0653,0.00395,0.00201,0.121,0.077,99.789,3,death-metal
2579,2579,125,22579,5XX3kOTIOEf8aFu2YCbHQi,The Browning,Burn This World,Forgotten,22,174200,False,0.412,0.983,8,-4.296,1,0.0914,2.08e-05,0.213,0.255,0.307,150.009,4,death-metal
2580,2580,133,22580,4PHppm7v48ys7YrVelKSYq,Meshuggah,ObZen,ObZen,45,264413,False,0.233,0.999,5,-4.225,1,0.083,3.17e-06,0.911,0.518,0.326,113.358,4,death-metal
2581,2581,122,22581,1B5YsfY3azhY2WBsyK0NgC,Upon A Burning Body,The World Is My Enemy Now,I've Earned My Time,23,187733,False,0.459,0.995,7,-2.107,0,0.131,0.000123,0.0,0.183,0.29,127.343,4,death-metal
2582,2582,125,22582,6DR4rQ3pSQq9N8vMa0l8mR,Thy Art Is Murder,Infinite Death - EP,Whore to a Chainsaw,42,200746,False,0.295,0.967,1,-6.328,0,0.169,7.73e-05,0.784,0.217,0.254,149.99,1,death-metal
2583,2583,131,22583,6fZJvW4t1qrjnXNkjIbGc4,The Ghost Inside,Fury and the Fallen Ones,Revolutionary (Bang the Drum),23,193360,False,0.484,0.993,6,-1.002,1,0.179,0.000164,0.00061,0.0538,0.601,195.06,4,death-metal
2584,2584,125,22584,6TRgCcErnco2Wku1BqtWF9,Strapping Young Lad,The New Black,Antiproduct,23,236106,False,0.435,0.981,7,-4.118,0,0.0864,6.27e-05,0.354,0.196,0.305,97.401,4,death-metal
2585,2585,125,22585,4vWB3h09KFwuS62Ex7NllR,Infant Annihilator,The Elysian Grandeval Galèriarch,Soil the Stillborn,46,239696,True,0.236,0.981,6,-2.635,1,0.299,7.94e-06,0.874,0.325,0.134,160.114,4,death-metal
2586,2586,125,22586,0doBBBGIPsA0rtRQCqQewB,Arch Enemy,The Root of All Evil,The Immortal - 2009 Version,22,227826,False,0.171,0.969,1,-4.388,1,0.092,5.56e-06,0.13,0.0621,0.352,183.496,4,death-metal
2587,2587,119,22587,2qPy1ML7EBpJIFnntx52OU,For Today,Prevailer,Open Heaven,24,217120,False,0.381,0.981,4,-2.458,0,0.175,0.000851,0.0,0.337,0.463,152.886,4,death-metal
2588,2588,125,22588,03VIfZpMEQHw8VxwDtitTH,Heaven Shall Burn,Invictus (Bonus Track Version),I Was I Am I Shall Be,23,237000,False,0.278,0.967,10,-2.299,0,0.097,5.97e-06,0.963,0.333,0.0561,177.44,4,death-metal
2589,2589,125,22589,11BisV6JO8xtjuEU5M0vyp,Traitors,Mental State,My Regrets,23,188009,True,0.443,0.991,4,-4.705,1,0.104,0.000441,0.407,0.84,0.0685,90.009,4,death-metal
2590,2590,133,22590,2LWgM8vzbLhlGRVCydRrEh,In Flames,Used and Abused (In Live We Trust),Only for the Weak - Live,23,291586,False,0.423,0.975,8,-5.254,1,0.102,2.76e-05,0.892,0.954,0.122,105.003,4,death-metal
2591,2591,125,22591,3bhjayogyBpFaOT91JQQLG,Burgerkill,Beyond Coma and Despair,Laknat,23,196986,True,0.237,0.989,0,-4.099,1,0.151,2.31e-05,0.000813,0.853,0.114,93.343,4,death-metal
2592,2592,125,22592,63k7dCenraEpe8wb48hdiu,DeadSquad,Tyranation,Tyranation,23,150685,False,0.468,0.991,7,-3.949,1,0.168,7.93e-05,0.518,0.597,0.0725,109.925,3,death-metal
2593,2593,125,22593,5RGufl8vRVwPf04em0xqcn,Cannibal Corpse,A Skeletal Domain,Bloodstained Cement,22,221986,False,0.544,0.996,1,-2.853,1,0.116,0.000628,0.012,0.18,0.136,105.996,4,death-metal
2594,2594,101,22594,36xRtAOogMyyvoFHspk06W,Tankard,Eintracht Frankfurt : Alle Zusammen (Best of 1959-2013),Forza SGE,23,234812,False,0.497,0.809,1,-6.759,1,0.0301,0.00115,0.0,0.101,0.591,84.945,4,death-metal
2595,2595,125,22595,7hlPu95E6ur5uhUeFRfMzL,Entombed,Uprising,Seeing Red,22,211493,False,0.2,0.973,6,-3.391,0,0.0784,2.98e-05,0.000521,0.331,0.148,124.365,4,death-metal
2596,2596,119,22596,1kDgTJ9u8DgIYHBS5BEc9V,For Today,Immortal,Open Eyes,24,246480,False,0.406,0.953,1,-3.944,1,0.0787,0.00183,0.0,0.178,0.269,91.95,4,death-metal
2597,2597,133,22597,59nMQImAcxsAT1CevjgdWJ,DeadSquad,Tyranation,Pragmatis Sintetis,23,259095,False,0.279,0.993,1,-4.334,1,0.216,7.16e-05,0.727,0.065,0.103,124.233,4,death-metal
2598,2598,90,22598,4qD1JzL9Dog8dbot4FAEZQ,Transmetal,Velóz y Devastador,Exhumado,23,246920,False,0.312,0.879,2,-11.445,0,0.0438,0.000139,0.538,0.0454,0.389,138.641,4,death-metal
2599,2599,207,22599,5gYYe9088B2k3A6rB5pkgQ,Gangrena Gasosa,"Se Deus É 10, Satanás É 666",Chuta Que É Macumba,24,188525,True,0.609,0.98,1,-3.32,1,0.247,0.0761,0.0,0.217,0.715,121.988,4,death-metal
2600,2600,101,22600,0wkscODHkDKzOU21rIgHy2,Cradle Of Filth,Godspeed On The Devil's Thunder,The Death of Love,42,433706,False,0.555,0.959,2,-4.212,0,0.0403,0.000974,0.00339,0.39,0.396,109.968,4,death-metal
2601,2601,133,22601,55phx17AxbonvXWipSlHON,Destinity,In Continuum,Reflections,43,293000,False,0.442,0.973,11,-6.024,0,0.08,4.43e-06,0.00763,0.133,0.258,120.02,4,death-metal
2602,2602,133,22602,4pp9Yhne1AavWHck7OzGFD,Chelsea Grin,Evolve,"Don't Ask, Don't Tell",50,321746,False,0.467,0.983,9,-3.443,0,0.153,0.00209,0.105,0.349,0.0833,120.01,4,death-metal
2603,2603,133,22603,4CyEtLfXTjday5wQ6yHJQG,Rotting Christ,Rituals,Devadevam,36,318248,False,0.387,0.809,2,-5.499,1,0.0526,5.03e-05,0.831,0.0832,0.0706,115.975,4,death-metal
2604,2604,109,22604,15tpJllc5U1xawHAQzZ5NZ,Mors Principium Est,Dawn of the 5TH Era,Apricity,40,157280,False,0.228,0.846,9,-3.706,0,0.0412,0.0127,0.886,0.09,0.266,88.278,3,death-metal
2605,2605,133,22605,5bh2yNq0H23I1Qfh2IBs34,Eluveitie,Origins,King,45,273369,False,0.448,0.982,2,-4.533,0,0.114,0.000116,0.0371,0.049,0.15,140.005,4,death-metal
2606,2606,125,22606,6OSAKQOiGL9GvWgHqAxEZf,Children Of Bodom,Hatebreeder,"Silent Night, Bodom Night",45,192760,False,0.477,0.942,2,-3.187,0,0.0607,0.00134,0.525,0.334,0.486,119.013,4,death-metal
2607,2607,133,22607,7xNQMlboWKQvUzI1FxG6Cs,Behemoth,The Satanist,Ora Pro Nobis Lucifer,44,335213,True,0.105,0.986,1,-4.138,1,0.108,1.51e-05,4.6e-05,0.0746,0.0591,176.042,4,death-metal
2608,2608,109,22608,4UXM6z4I5PbnJMEP9RRAay,Dissection,Reinkaos,Nexion 218,46,92264,True,0.583,0.726,9,-8.623,1,0.036,0.00044,0.834,0.369,0.221,132.065,4,death-metal
2609,2609,133,22609,09GYi8NSE6lTYSmXZLcvLL,Ensiferum,One Man Army,Cry for the Earth Bounds,23,451675,False,0.386,0.972,4,-5.015,0,0.074,0.000135,0.141,0.383,0.234,102.874,3,death-metal
2610,2610,90,22610,2xM5sYHiXYo2baYbC3tiC2,Dissection,Reinkaos,Maha-Kali,41,364460,True,0.569,0.836,1,-4.912,0,0.0296,4.69e-05,0.0862,0.1,0.655,109.01,4,death-metal
2611,2611,124,22611,7HNuOSdFjkJi1Oho5k4FPR,Upon A Burning Body,The World Is Ours,Devil's Advocate,23,216546,False,0.295,0.971,10,-5.39,1,0.193,0.0019,0.000158,0.397,0.291,132.417,1,death-metal
2612,2612,125,22612,6wXp2FcJh7Q75Uw3aWRCzj,Strangled;Pintglass,Geezas Worldwide,Defect,23,216935,True,0.268,0.923,7,-4.924,1,0.105,0.000494,0.0249,0.116,0.117,98.724,4,death-metal
2613,2613,133,22613,3xLDLxWr1dLHzHMi02QBV1,Bodysnatcher,Bleed-Abide,The Question,22,312982,True,0.454,0.954,1,-5.559,1,0.15,0.000135,0.0649,0.0924,0.215,131.27,4,death-metal
2614,2614,119,22614,65pBpl3lFjj4l2h4fTr6g0,Gideon,Milestone,Mask,23,155560,False,0.499,0.96,6,-3.847,1,0.0728,0.000878,0.0,0.388,0.474,109.96,4,death-metal
2615,2615,125,22615,795PAtDUioX50DB9QQ0I5S,Vulvodynia,Praenuntius Infiniti,Ravenous Revolution,23,234424,False,0.481,0.95,11,-3.606,0,0.169,3.65e-05,0.94,0.29,0.0913,119.968,4,death-metal
2616,2616,90,22616,1kL1HP2W9GH4xUWOVVfCFU,Gatecreeper,Deserted,Absence of Light,23,260000,False,0.338,0.676,7,-7.786,1,0.0434,8.76e-06,0.762,0.481,0.198,79.006,4,death-metal
2617,2617,133,22617,1pPJ0GsKjszSzlp2JLtrMA,Children Of Bodom,Are You Dead Yet?,Living Dead Beat,46,318093,True,0.493,0.974,7,-3.341,1,0.104,3.51e-05,0.334,0.464,0.234,130.0,4,death-metal
2618,2618,124,22618,6txgVVRJkvrSfcOQJIMFbf,Upon A Burning Body,The World Is Ours,Any Given Sunday,22,204933,False,0.287,0.962,10,-5.185,0,0.179,0.00169,1.51e-06,0.113,0.243,112.456,3,death-metal
2619,2619,125,22619,0cvUZAGiTESzbuKfewUzNl,Varials,Absolution,Bite,23,158745,True,0.304,0.985,9,-4.337,0,0.193,0.000164,0.0632,0.23,0.0381,134.232,4,death-metal
2620,2620,125,22620,4hiCLNDmnoMbIxZyWquci7,D.F.C.,Igreja Quadrangular Do Triângulo Redondo,Mentira de Eleição,25,62537,True,0.305,0.972,0,-3.607,1,0.113,3.19e-05,0.429,0.0953,0.471,123.041,4,death-metal
2621,2621,133,22621,1wCxDPQUF3YBMgeJMJkRGH,Down for Life,Himne Perang Akhir Pekan,Pasukan Babi Neraka,23,272013,False,0.173,0.961,1,-4.998,1,0.227,5.64e-05,0.000421,0.194,0.0666,194.811,3,death-metal
